feature_1;feature_2;Label
44343;46331;1
44628;44128;1
45053;41413;1
43236;42815;1
42442;46509;1
43759;47038;1
45990;47668;1
42589;46455;1
43547;46694;1
41543;44527;1
44149;46507;1
43133;44100;1
43126;46942;1
45410;45844;1
45070;46149;1
45122;46441;1
44795;45763;1
44955;44084;1
45013;46448;1
43759;46136;1
45917;46768;1
44147;47245;1
45202;45985;1
40567;45043;1
41319;43486;1
46559;46467;1
46176;44368;1
45222;44704;1
42722;46767;1
41645;44900;1
43028;46704;1
43797;45072;1
43056;45372;1
41745;43699;1
47649;44608;1
45236;46488;1
46727;44810;1
37419;43143;1
37688;42247;1
38376;43893;1
36237;45217;1
38722;44656;1
38742;45054;1
38421;45050;1
37021;45533;1
37149;42966;1
36392;42287;1
36035;44994;1
37456;43316;1
36940;44599;1
38839;45059;1
38276;44131;1
40551;43121;1
35426;43662;1
37080;44440;1
38532;46215;1
38633;44936;1
38642;43168;1
39339;43794;1
38452;41706;1
37408;42437;1
36730;42052;1
39154;45425;1
39714;43112;1
39198;44876;1
35566;43812;1
38652;43589;1
38257;43698;1
36061;44909;1
39127;44669;1
38187;42502;1
38313;42918;1
36147;45864;1
39845;43456;1
41604;45123;1
36236;42655;1
36689;41595;1
38541;45422;1
38141;42987;1
39051;42209;1
37956;45047;1
35422;43143;1
36552;42273;1
41287;43899;1
39519;44357;1
36873;44927;1
38370;43590;1
38020;42414;1
36792;46817;1
38472;44317;1
36964;44248;1
36798;43188;1
37909;44007;1
37898;42264;1
37621;44330;1
35834;41572;1
35738;47404;1
37356;43223;1
37533;46903;1
36513;41768;1
34472;44986;1
35499;44956;1
36848;44872;1
38384;44349;1
36227;42607;1
39468;45148;1
36477;43178;1
38840;47026;1
37168;42902;1
39130;44427;1
36148;42756;1
34465;45660;1
38121;42817;1
41173;45297;1
39118;43300;1
37594;43236;1
39978;47150;1
34263;44388;1
37344;45244;1
35668;45488;1
38895;46953;1
36736;41209;1
37139;46473;1
39769;44240;1
37555;48222;1
38628;42083;1
36138;45361;1
37989;44472;1
36908;44224;1
33901;42137;1
36302;41425;1
37457;45359;1
35407;45071;1
37611;43696;1
37488;43554;1
36494;44775;1
36028;44106;1
37862;44856;1
40421;43286;1
36328;41576;1
37066;46005;1
37452;45645;1
40608;42385;1
37533;45788;1
36006;44533;1
34763;47185;1
37961;43017;1
38628;42425;1
35529;42411;1
39743;44229;1
36956;41087;1
35990;44312;1
37781;43675;1
38162;42849;1
38631;42382;1
39806;44052;1
38792;42731;1
36207;44053;1
36670;43457;1
35812;44237;1
37933;44275;1
36655;43690;1
41421;45183;1
36624;43557;1
37216;42103;1
38471;45196;1
37423;43821;1
38879;43601;1
36314;42899;1
38046;43222;1
38334;44983;1
37281;43566;1
36633;45907;1
36104;44858;1
38928;44200;1
37878;44712;1
36730;46380;1
37712;41709;1
38167;44955;1
37277;43318;1
37223;44069;1
39717;45768;1
35514;43719;1
36436;42042;1
38171;43484;1
38156;42125;1
36941;45215;1
35579;48814;1
37634;49608;1
36225;48957;1
34355;49584;1
36650;49853;1
35241;51921;1
33990;50289;1
35412;50437;1
37225;51572;1
34150;49267;1
33253;51495;1
36105;51866;1
34822;51148;1
38237;48625;1
36039;48341;1
34297;47566;1
32678;49616;1
37350;50837;1
35002;47288;1
35272;50981;1
35964;51413;1
35483;51071;1
37530;50158;1
33031;49839;1
36249;48621;1
37262;48931;1
36821;50119;1
37033;49325;1
34168;50938;1
34843;49771;1
37561;49995;1
36796;52430;1
36192;49919;1
35770;52042;1
34686;49648;1
36048;49597;1
35565;48339;1
35546;49505;1
38017;49279;1
37639;51837;1
35339;47420;1
38382;50918;1
35671;48294;1
33398;51137;1
37861;51564;1
32927;49254;1
35706;52352;1
37843;47251;1
36509;47537;1
36854;51151;1
35189;50295;1
38406;50159;1
34709;49183;1
37294;50423;1
35400;49266;1
36094;47907;1
38961;50227;1
35159;50779;1
35939;49289;1
38855;49311;1
35227;48318;1
35781;49561;1
37371;50259;1
35080;47863;1
34416;49861;1
34118;47242;1
37140;50855;1
34842;51826;1
36632;50048;1
35660;50287;1
35736;50946;1
36861;48856;1
36427;47279;1
36048;49799;1
35227;50595;1
33610;47960;1
34968;49788;1
34845;46900;1
35024;48489;1
36339;51173;1
34466;48775;1
38087;50225;1
36443;51660;1
33720;49736;1
35539;50166;1
35419;49363;1
35945;49817;1
36246;51152;1
36307;50278;1
36381;52770;1
36988;51376;1
36844;49197;1
35763;53479;1
34452;49372;1
36683;51494;1
34557;49672;1
37730;52956;1
36351;49891;1
33688;51396;1
35642;50452;1
33588;49671;1
34530;49906;1
33187;50018;1
32941;47506;1
37958;47446;1
34185;51296;1
31544;51040;1
34534;50571;1
33711;49295;1
35069;49627;1
36077;51330;1
34309;50421;1
34612;50949;1
37262;49369;1
37673;49210;1
37296;49056;1
35860;51362;1
36089;50994;1
32563;49750;1
34552;51425;1
36578;48187;1
36380;52882;1
34179;51422;1
37032;49709;1
32539;50210;1
35552;48305;1
37884;50585;1
34466;50054;1
36875;49080;1
34891;51236;1
36511;50864;1
34829;50197;1
36892;52297;1
35829;51420;1
34882;52761;1
34294;51247;1
35103;50857;1
37587;52358;1
34707;50043;1
36536;50600;1
36059;49522;1
37330;47493;1
36155;46086;1
35458;49189;1
38302;47823;1
34539;48042;1
35942;48277;1
34071;46853;1
37009;50665;1
38026;49433;1
30675;45875;1
30226;45636;1
28960;43900;1
29217;46188;1
30475;46664;1
31713;42464;1
33218;47967;1
29143;44064;1
28126;45449;1
30038;41895;1
30739;46310;1
29558;46597;1
31896;46740;1
30517;46707;1
29210;43704;1
28471;44259;1
29530;46416;1
30682;45890;1
29819;47338;1
30642;44576;1
31737;43229;1
27470;46279;1
29989;43024;1
30491;41203;1
31052;44147;1
32661;43644;1
30196;46361;1
31796;47101;1
31503;46222;1
35614;43967;1
28084;44238;1
30778;45509;1
31788;45290;1
33695;46149;1
30676;44504;1
30775;47047;1
33363;45845;1
30177;45673;1
30718;44320;1
32597;45301;1
32054;44723;1
30608;45304;1
30150;45514;1
29362;47441;1
28155;45255;1
32486;45285;1
31524;44845;1
32405;46570;1
31145;45032;1
30406;42221;1
30378;43157;1
31392;45745;1
31258;45528;1
30153;43073;1
31803;46564;1
32331;43438;1
28880;45886;1
29106;43182;1
30371;41309;1
30169;46439;1
31402;46870;1
29600;45499;1
30568;47317;1
31713;45798;1
30308;43899;1
30056;46474;1
31518;45790;1
31378;46911;1
28892;44763;1
30089;44084;1
31846;45640;1
31451;44728;1
31792;46103;1
30975;44646;1
31857;46295;1
31927;45410;1
30762;45322;1
28376;40273;1
29306;45710;1
31804;46189;1
30821;42973;1
30897;43545;1
30736;46717;1
27766;44204;1
30728;45467;1
29332;46456;1
31226;44887;1
30403;46958;1
31207;45861;1
29722;45294;1
29544;45272;1
30413;43945;1
32592;43841;1
31658;45403;1
28687;45223;1
30273;44274;1
29649;45100;1
30242;43888;1
30001;43057;1
31469;44399;1
31734;46293;1
30194;43974;1
28679;44857;1
31805;47786;1
29639;43920;1
30786;43828;1
30138;45972;1
31645;47208;1
29481;45044;1
30664;43973;1
29237;44457;1
29241;45255;1
30956;44177;1
30418;44657;1
33186;43524;1
32604;42927;1
30760;45924;1
29000;46113;1
30500;45100;1
32691;45377;1
33747;47399;1
29227;43639;1
28256;46556;1
31224;44430;1
29669;44764;1
31589;43691;1
30752;42842;1
29480;44494;1
29536;45838;1
29841;45013;1
29438;45456;1
29523;45164;1
34312;48755;1
29750;44627;1
30250;43330;1
29914;44719;1
31364;46251;1
34201;45579;1
29922;47165;1
29989;44983;1
31509;44947;1
29334;44178;1
31176;45220;1
29877;45141;1
31080;43735;1
28598;42577;1
30250;44975;1
30980;45062;1
31263;44804;1
30558;42982;1
23546;44360;1
25573;44780;1
21532;47321;1
24237;44158;1
23150;45300;1
24230;43575;1
24182;42995;1
25497;44630;1
24340;44827;1
24089;45670;1
24853;44478;1
21937;44614;1
20206;44751;1
24014;44873;1
21687;44979;1
21910;43685;1
22857;44913;1
23965;43943;1
25894;44842;1
22628;46075;1
25419;43906;1
23581;45323;1
23317;46060;1
23142;45358;1
22111;46728;1
21778;45368;1
21180;46364;1
21778;43648;1
23262;45277;1
24619;43309;1
21823;46630;1
23171;43916;1
24986;45528;1
21894;45553;1
23642;45424;1
24368;44559;1
22821;45763;1
20705;45156;1
22593;45289;1
23196;42015;1
21889;45210;1
23114;43770;1
20960;43907;1
22358;44973;1
21348;47547;1
20459;45221;1
23395;45244;1
23223;45774;1
23398;43760;1
24262;42826;1
24041;46280;1
22984;45050;1
20993;44150;1
22116;47089;1
22296;44995;1
23089;45196;1
20887;43671;1
22731;44689;1
20848;44658;1
22850;45783;1
23292;44226;1
24581;42479;1
24009;40481;1
24431;44071;1
25890;42857;1
23364;44594;1
23560;45345;1
22335;44581;1
23525;44402;1
23472;42592;1
21585;44932;1
20582;45959;1
25500;47603;1
20910;46307;1
23086;44507;1
24480;44200;1
24217;45276;1
25177;42247;1
23661;43901;1
23530;46214;1
24222;46031;1
23540;46249;1
22653;42993;1
21390;45195;1
23972;42333;1
25901;45959;1
23049;46303;1
24173;42512;1
24429;44491;1
22692;46645;1
22943;46047;1
23296;41980;1
22009;45047;1
26138;44924;1
21295;43673;1
21975;45075;1
23609;44895;1
23460;47149;1
23302;45363;1
24028;45179;1
24885;46243;1
24134;44700;1
22102;42383;1
24732;44326;1
22650;44599;1
23958;43121;1
24637;44635;1
23443;44200;1
24538;43590;1
22753;44896;1
22988;44118;1
20058;45994;1
20242;44737;1
25485;47105;1
21892;44677;1
25214;45978;1
27034;45408;1
22228;43134;1
24676;43516;1
22714;45420;1
21762;43634;1
20656;43529;1
25217;45683;1
23000;44680;1
22065;46398;1
23656;46993;1
21105;45331;1
23451;44560;1
25001;45627;1
22208;47545;1
24559;45955;1
23380;43227;1
22711;44137;1
27120;46386;1
25359;46497;1
21313;45338;1
20796;45252;1
26277;46870;1
24322;44460;1
24053;47675;1
24655;43256;1
23468;44180;1
20234;45802;1
23232;45993;1
23335;44159;1
25373;45642;1
25030;44573;1
22267;42799;1
24209;47858;1
21951;43577;1
56176;36609;1
59462;34644;1
57364;38191;1
58261;39244;1
55214;34719;1
56892;36749;1
55705;35150;1
59028;34433;1
51119;34201;1
54092;34141;1
54902;35784;1
56619;39634;1
57706;36957;1
58015;33030;1
58207;32668;1
54759;34673;1
56262;31753;1
57302;35955;1
53683;36353;1
56654;34800;1
56001;35127;1
51819;34952;1
53589;34387;1
55126;35679;1
55951;35172;1
55962;36357;1
57090;35856;1
55961;36119;1
57952;35957;1
54804;34530;1
56079;35838;1
55264;37963;1
56912;35113;1
55952;34236;1
54560;35032;1
56076;35702;1
56576;35512;1
54915;34318;1
57466;37210;1
56290;36371;1
55884;33627;1
54867;34149;1
57676;32271;1
54736;36726;1
55909;35079;1
52540;35742;1
55673;36783;1
56571;36615;1
56853;36827;1
56634;36092;1
54797;34991;1
56083;34642;1
57324;34734;1
56644;33949;1
56599;31660;1
56909;34845;1
55175;36385;1
55355;35132;1
57163;32632;1
54656;35199;1
55689;35957;1
56210;37841;1
56420;33286;1
57009;36334;1
57114;36454;1
55423;35207;1
54628;35291;1
55716;34829;1
55690;36922;1
58721;31746;1
57952;36070;1
51985;34337;1
58641;32430;1
56192;35316;1
56985;35542;1
56465;36117;1
57200;35693;1
55891;34988;1
58275;34756;1
56789;33822;1
55176;34355;1
58714;33665;1
55969;36361;1
57499;36311;1
56688;33167;1
54920;35189;1
58069;35003;1
55914;37384;1
55815;35267;1
57936;38129;1
56861;35184;1
56861;38405;1
54781;34591;1
55682;34915;1
54042;36812;1
56237;35712;1
55828;33876;1
56932;34467;1
55823;36440;1
54195;36520;1
57430;34173;1
52061;36486;1
56465;35823;1
55387;34283;1
56115;34542;1
58287;35455;1
58122;34536;1
54879;35558;1
56704;37607;1
54624;33896;1
55040;35677;1
56966;36054;1
55765;34591;1
54698;36576;1
54640;37322;1
56910;36503;1
56505;34457;1
55554;34429;1
55308;34833;1
54795;38573;1
58551;34542;1
58552;34610;1
54441;36098;1
55130;32613;1
57531;34633;1
57117;35949;1
53109;36784;1
55451;34185;1
55902;34462;1
56280;36718;1
60540;34103;1
57818;36474;1
55106;35479;1
57263;34076;1
56080;35833;1
56863;33600;1
58485;35736;1
52366;33053;1
57484;33755;1
52702;37078;1
54155;33837;1
54147;34725;1
55576;35700;1
55113;34231;1
56397;33198;1
56312;34576;1
55244;36679;1
57107;35175;1
56661;33449;1
56695;34640;1
56617;59228;1
57407;59011;1
58901;60114;1
57352;60812;1
59438;56138;1
57806;56025;1
56503;61166;1
56656;59358;1
60170;57766;1
58685;61322;1
57369;60485;1
55600;58573;1
57043;58533;1
59247;57869;1
58089;61808;1
57935;60848;1
56349;57876;1
56204;60259;1
57641;60726;1
60182;57521;1
60022;56705;1
59962;57459;1
58378;59625;1
59183;58245;1
60186;59053;1
56402;60540;1
56630;61148;1
55643;56983;1
57911;59161;1
59977;60098;1
57235;58560;1
58478;61185;1
57070;61127;1
58937;59801;1
60236;58666;1
59205;61100;1
59632;59033;1
58405;58920;1
57021;59529;1
58016;59802;1
57012;58442;1
57109;59398;1
58320;58589;1
56113;58391;1
59556;56505;1
56852;60804;1
56330;57895;1
55965;58019;1
56902;58672;1
57580;59406;1
58353;62374;1
56977;59124;1
56207;58396;1
56837;58776;1
57860;58007;1
59493;59925;1
56965;55756;1
58453;57611;1
60288;59039;1
56472;60292;1
57270;58393;1
57411;57810;1
54495;56286;1
57471;60708;1
57040;59231;1
55069;58403;1
58582;60563;1
58507;59221;1
55963;58727;1
58266;59937;1
58350;59869;1
57996;57100;1
58359;59267;1
56736;59120;1
57191;58526;1
58178;57912;1
58133;59559;1
60144;59867;1
58858;58838;1
58041;57627;1
57871;57993;1
57937;57398;1
59274;57515;1
58686;58126;1
56089;59453;1
59235;59746;1
59003;61704;1
57100;58084;1
58711;59506;1
56822;57104;1
56951;60091;1
58351;58972;1
54707;58958;1
56907;60861;1
56458;62279;1
56179;60407;1
59771;58620;1
57474;61592;1
59145;57682;1
58755;58852;1
58171;59816;1
58955;59061;1
60558;58668;1
60861;60660;1
56223;58061;1
55315;59105;1
59297;57367;1
57811;61984;1
58264;58004;1
56017;58866;1
57858;56213;1
57465;60338;1
59063;61023;1
56919;61704;1
57420;56995;1
56193;57306;1
59212;58881;1
59520;57478;1
58805;58937;1
58643;62544;1
60648;59950;1
57662;59776;1
58328;59426;1
59150;57549;1
61702;59116;1
55775;60586;1
60172;57152;1
57689;60812;1
55641;58329;1
55762;60953;1
58683;56655;1
57150;58278;1
57181;60791;1
60349;57522;1
58681;58891;1
58624;59242;1
57407;59508;1
54651;60660;1
58807;58596;1
59630;59564;1
57108;59720;1
56242;59503;1
58202;60472;1
57838;58760;1
56085;59393;1
55757;59177;1
58911;56004;1
56167;58614;1
60299;57769;1
59461;57251;1
35512;36208;1
33376;36551;1
33828;36597;1
36931;33530;1
36370;38758;1
36729;36670;1
33514;34146;1
36407;35495;1
35630;35459;1
34820;37180;1
34921;35483;1
37318;35818;1
37576;34698;1
36717;38099;1
38530;37831;1
39377;39534;1
33950;37142;1
34990;35506;1
34783;33974;1
36192;38539;1
34219;37328;1
34555;35089;1
34158;36693;1
36053;35896;1
36195;37293;1
36958;38782;1
35325;37788;1
35221;36740;1
34808;33214;1
35643;36981;1
38225;37518;1
36711;36937;1
35197;38633;1
35500;37367;1
35899;36838;1
35269;35770;1
36065;35605;1
38896;38874;1
35552;35365;1
34086;35320;1
34657;37659;1
36377;38481;1
36208;36470;1
36174;35366;1
35185;36969;1
36226;39249;1
34648;35191;1
36476;38652;1
35034;37601;1
32973;36846;1
34943;35113;1
36629;38099;1
37612;38699;1
35600;34522;1
35161;35366;1
34184;37127;1
33194;36579;1
37311;37517;1
38567;35265;1
35982;34177;1
37489;35913;1
31762;39479;1
35747;35961;1
35928;38445;1
35638;32848;1
37050;38142;1
33116;38702;1
34633;34884;1
34746;37190;1
33487;38175;1
35714;35353;1
36116;35530;1
37434;37095;1
35150;37142;1
32495;35895;1
34964;36011;1
35946;35699;1
36199;36941;1
33997;35399;1
35602;35147;1
34553;36316;1
38155;36389;1
35358;36948;1
33790;38439;1
36047;36617;1
34123;37958;1
35751;36873;1
34499;35534;1
34955;36224;1
32527;34568;1
34988;36892;1
37289;35052;1
34333;37089;1
36922;38430;1
36639;38543;1
35862;37994;1
