feature_1;feature_2;Label
834141;639092;1
858997;628120;1
819923;617399;1
812780;635276;1
808308;627973;1
868777;586944;1
848355;652762;1
853192;621237;1
769703;672760;1
983609;624193;1
767435;659742;1
795478;653018;1
867257;713816;1
822799;582231;1
795493;623079;1
894097;564130;1
836258;638770;1
725411;693316;1
824187;721313;1
835113;638129;1
874788;594226;1
811045;640408;1
806425;629019;1
817577;599782;1
829553;641233;1
780758;698302;1
835775;635385;1
836176;639066;1
814374;659984;1
787165;670018;1
765298;632123;1
814905;686125;1
830536;651952;1
837750;634132;1
819893;646919;1
803133;663437;1
893841;718071;1
869331;617053;1
847430;623157;1
810547;597362;1
887955;652980;1
856277;650393;1
945668;662295;1
910884;606259;1
823954;581126;1
780635;613287;1
827314;657722;1
874290;682154;1
801009;632553;1
758093;635151;1
834477;615434;1
778438;668842;1
851028;601248;1
847403;680628;1
809226;590160;1
847930;639549;1
831541;638580;1
818121;643361;1
880168;671935;1
815109;645044;1
765957;654001;1
917544;625573;1
783878;625178;1
889986;596630;1
786184;663836;1
918549;595580;1
873325;661718;1
836224;622436;1
881118;595784;1
854502;597915;1
877342;656313;1
849343;644126;1
796153;621598;1
806313;641996;1
847671;637692;1
869123;660870;1
848927;645583;1
800992;654397;1
877837;634860;1
836202;600653;1
803719;688801;1
812864;648497;1
871038;632419;1
848660;637062;1
870340;608506;1
839706;604004;1
773106;587731;1
838636;638170;1
833424;637495;1
803393;632114;1
806771;696582;1
837422;684164;1
808230;615889;1
839817;657140;1
836065;643735;1
832197;640740;1
826449;642156;1
864411;657059;1
859075;596485;1
821763;646463;1
752624;684688;1
761780;639502;1
814196;638101;1
837052;638157;1
897135;678084;1
839617;656945;1
818902;650155;1
840603;639421;1
788208;596833;1
830238;629304;1
961248;667934;1
821180;615439;1
865014;601082;1
812456;609760;1
850548;639470;1
846404;608400;1
844405;710620;1
834271;681372;1
892746;564842;1
832917;653009;1
815156;643108;1
862657;628917;1
736311;562847;1
836640;689624;1
828915;641716;1
827016;648159;1
717529;589445;1
828640;621078;1
825800;639916;1
867216;629792;1
788063;640066;1
804909;659876;1
828224;658191;1
865774;654156;1
831381;628919;1
831414;641690;1
808631;648619;1
789304;619247;1
845460;690530;1
836208;638514;1
868895;604801;1
808291;631630;1
894943;635233;1
864186;639299;1
841314;705207;1
623573;252933;1
551501;163944;1
542414;323445;1
543918;261399;1
569298;222324;1
617516;155138;1
492219;176220;1
599902;344442;1
595923;301961;1
561290;237997;1
557171;300772;1
515461;280908;1
593235;212579;1
599791;239507;1
604067;254704;1
602097;293208;1
528532;271983;1
612097;204266;1
539684;261404;1
490360;160125;1
624439;284325;1
531766;227178;1
564691;253901;1
503485;225519;1
582912;368192;1
570399;302552;1
554412;259217;1
565947;253914;1
544626;261639;1
573542;228366;1
589472;240707;1
621853;235743;1
583727;240847;1
512999;279524;1
590219;205918;1
557291;235283;1
562609;261858;1
573223;256679;1
577033;261125;1
618685;246895;1
563806;242703;1
572797;264895;1
537958;171180;1
564558;251534;1
578430;260413;1
495770;314954;1
551139;304558;1
654533;234925;1
574254;246150;1
546542;224111;1
560338;216298;1
676848;196504;1
562287;210155;1
589172;296436;1
600350;211786;1
531053;241400;1
528764;238969;1
555973;241310;1
543279;201456;1
569679;227969;1
486998;186575;1
493599;274738;1
526990;234634;1
578346;257049;1
579387;214941;1
560117;210841;1
629472;276224;1
565964;245190;1
527110;273244;1
545421;190964;1
560155;172391;1
561378;248389;1
652718;214098;1
577674;230794;1
564281;248028;1
537828;245621;1
559807;248525;1
565040;265155;1
559796;237778;1
567364;284685;1
641053;302784;1
535370;222161;1
491034;294190;1
578789;227708;1
493843;284614;1
577923;208670;1
601465;233213;1
582776;232737;1
597019;238045;1
547708;261848;1
517797;231794;1
557925;315216;1
547397;204912;1
567028;240598;1
573124;241739;1
589736;306268;1
568682;234935;1
655580;263955;1
479452;292158;1
570515;250347;1
558916;242376;1
540452;314834;1
647754;219941;1
566630;249854;1
542945;138182;1
553960;261006;1
569226;276648;1
564946;247303;1
580188;355722;1
526519;171753;1
587283;244407;1
552210;250433;1
611343;258279;1
561853;312878;1
584508;218932;1
569499;258173;1
596805;276457;1
535593;143445;1
541643;260772;1
561550;249062;1
486280;298784;1
500130;217874;1
581491;248451;1
540572;254309;1
587211;212643;1
635603;258029;1
571211;249486;1
557092;237979;1
608511;224883;1
450541;268972;1
662544;262982;1
632742;204460;1
668355;167208;1
560443;253200;1
511472;197858;1
550115;259569;1
515463;270311;1
545539;195363;1
590449;254253;1
570787;246876;1
628713;228930;1
556580;229133;1
593632;266999;1
526382;240215;1
461510;212553;1
550952;216322;1
644419;196985;1
655814;200692;1
576564;168998;1
568570;254388;1
544728;151536;1
552544;258173;1
582510;232791;1
576350;289752;1
595209;248589;1
567870;284151;1
509669;309353;1
557305;245969;1
543639;242836;1
582187;245841;1
561214;239273;1
603094;315792;1
572393;258106;1
563936;163930;1
627272;253882;1
568248;211315;1
454114;291335;1
580020;185292;1
542857;258775;1
536737;275481;1
604791;256206;1
598596;199243;1
536423;156254;1
674097;262961;1
532044;241957;1
542553;222643;1
538243;205298;1
638901;233978;1
513685;127049;1
564828;185324;1
569149;273951;1
516087;229278;1
640460;282399;1
555527;227043;1
490765;271309;1
590339;151183;1
606457;178066;1
565975;287165;1
579551;211325;1
666462;219600;1
571916;294434;1
515494;253115;1
578997;247283;1
583084;269586;1
569736;251512;1
582050;243429;1
637274;267038;1
581758;242967;1
497313;297574;1
601745;230592;1
564593;278352;1
554695;250159;1
619204;203719;1
542873;281338;1
565013;238020;1
612309;248937;1
629933;177081;1
529425;255876;1
601962;303111;1
534272;194510;1
607232;201813;1
617934;213483;1
559992;244251;1
566515;247483;1
581817;347897;1
600735;234314;1
564311;254362;1
564132;239716;1
561656;242624;1
547473;262112;1
509737;204519;1
581769;191909;1
539373;231216;1
558473;234860;1
459924;277087;1
586499;197457;1
586128;243241;1
601985;250442;1
515475;251181;1
580859;243392;1
577874;256023;1
655529;240291;1
553779;243274;1
512392;202849;1
581035;264175;1
635019;226082;1
618233;210833;1
602261;221960;1
584584;235919;1
662479;223092;1
616652;307558;1
590474;215673;1
561055;225512;1
558663;250565;1
595705;316516;1
589593;241270;1
564408;247897;1
547925;232626;1
525888;230875;1
559240;240249;1
570386;231491;1
561177;247456;1
562305;275914;1
568231;233130;1
526274;305191;1
565846;244841;1
564036;255414;1
528877;273151;1
574944;277533;1
612380;276270;1
591223;320663;1
541329;196623;1
577613;280332;1
626744;239346;1
582718;244124;1
591505;233934;1
551312;227570;1
596206;224820;1
580534;268471;1
529314;224370;1
593206;175998;1
558061;254532;1
613366;287092;1
666984;183146;1
565702;254553;1
538772;246049;1
563724;246984;1
623575;196956;1
500592;285439;1
554520;251229;1
573815;259122;1
571703;282834;1
547746;209518;1
532663;169014;1
542244;254907;1
544774;237828;1
548284;298188;1
577315;265541;1
553770;259089;1
537145;284535;1
648244;253375;1
547437;230967;1
603002;245119;1
591147;239033;1
539114;314805;1
576311;252568;1
545197;218960;1
570793;227019;1
672748;143913;1
529094;226356;1
589826;179519;1
560758;250715;1
561914;247616;1
585992;242098;1
458197;305419;1
560666;209489;1
588776;218486;1
513517;230867;1
546341;266740;1
492744;288489;1
503990;233888;1
560394;218674;1
595703;240879;1
573398;194369;1
551504;163718;1
557729;241086;1
604381;310175;1
256910;767396;1
216249;729239;1
254116;748223;1
200897;724520;1
237599;737826;1
256884;794543;1
259353;675965;1
231574;696781;1
287834;722534;1
350191;686690;1
294847;707911;1
268507;721783;1
275228;692003;1
263839;718176;1
256048;743012;1
171374;680720;1
257301;742004;1
246193;781969;1
254996;718603;1
267628;718046;1
189013;722025;1
250283;811050;1
260461;743971;1
307642;768800;1
252078;721273;1
243511;729025;1
250998;756247;1
305422;749954;1
330971;748510;1
301925;681732;1
258289;747532;1
218066;652984;1
268582;750393;1
309307;676449;1
297392;837410;1
212684;744675;1
256364;741672;1
260803;732103;1
293378;730822;1
242768;720008;1
275500;729880;1
265037;605686;1
241019;755172;1
191241;788512;1
255886;727572;1
315723;708334;1
234688;718141;1
205548;820577;1
210438;672028;1
268715;766646;1
212151;726042;1
299298;716848;1
391506;745793;1
265410;761230;1
380778;761351;1
301915;642007;1
288109;751211;1
221650;852250;1
203861;729571;1
258191;719517;1
276360;722572;1
250153;705149;1
225440;777239;1
263300;708862;1
209638;779903;1
265687;728957;1
219148;671608;1
202313;803556;1
260246;744148;1
353731;733108;1
361882;664820;1
258354;712117;1
344580;833937;1
241344;757443;1
286128;759627;1
255492;699125;1
246953;837747;1
281449;742170;1
244978;741020;1
281490;707769;1
318257;689616;1
318320;785356;1
267996;752791;1
252398;735342;1
169076;696994;1
287127;769241;1
251773;743313;1
233154;798301;1
289447;672315;1
220236;696190;1
180062;750026;1
267928;721904;1
315014;732821;1
253678;781616;1
249508;730021;1
244713;684484;1
213416;797429;1
338623;688123;1
272708;722671;1
269722;735862;1
265363;749935;1
216910;714147;1
211879;702740;1
248415;734706;1
281381;747219;1
258514;721192;1
240833;764794;1
337516;771698;1
211181;778052;1
256102;748634;1
231591;738461;1
216906;697611;1
308119;778435;1
170563;774573;1
235525;775028;1
242177;789274;1
231394;726782;1
240546;720697;1
242380;733130;1
244510;760474;1
252049;733991;1
293158;788965;1
258335;744541;1
229258;799732;1
318118;765932;1
350824;788594;1
269541;749416;1
257595;742375;1
218404;783360;1
250965;638991;1
271398;705520;1
309785;740209;1
293513;791559;1
255953;744136;1
270778;747623;1
229246;721150;1
182210;807220;1
227734;741386;1
297763;743676;1
237737;729221;1
243262;738194;1
266271;753501;1
224714;721683;1
257321;743788;1
245789;757434;1
253157;736045;1
117874;815348;1
241709;731571;1
347019;718343;1
263035;735230;1
247280;711237;1
250639;741372;1
247362;733488;1
211789;695992;1
216664;677522;1
256255;743704;1
237847;719301;1
213313;735806;1
250379;742917;1
328400;743070;1
241569;734125;1
253541;764473;1
269306;729730;1
293363;724986;1
271138;732683;1
213034;772279;1
251371;786651;1
259065;724720;1
253804;742542;1
241020;760596;1
274995;777238;1
261209;724973;1
222553;726944;1
235047;746106;1
215758;708145;1
249252;741243;1
276918;720893;1
257503;742328;1
270830;751681;1
254122;745421;1
244908;754298;1
344753;787896;1
289445;688489;1
255205;736797;1
281555;721941;1
330430;771436;1
253457;777579;1
233496;791806;1
189684;691186;1
266413;660875;1
243837;733540;1
293505;803362;1
260303;727526;1
243491;728002;1
171693;721563;1
202123;744156;1
267285;728779;1
157834;661485;1
298443;770760;1
335331;818733;1
219609;734441;1
347306;800979;1
287334;659858;1
239976;833889;1
224951;722765;1
303315;750320;1
254814;747030;1
269950;727076;1
260040;745439;1
280473;744377;1
244639;720142;1
256956;740965;1
222004;807032;1
249361;748518;1
311037;756570;1
247122;715890;1
208069;655656;1
257453;742650;1
257325;742328;1
253267;789824;1
307281;762811;1
310424;718333;1
255453;741923;1
278992;757790;1
163957;733702;1
267246;751982;1
301060;715198;1
212056;766472;1
259723;732917;1
281780;775943;1
250805;726946;1
241156;739481;1
187608;800179;1
251058;735027;1
292595;740904;1
272074;712177;1
231261;786917;1
281000;740511;1
275058;713887;1
321560;731068;1
283915;688755;1
232840;738833;1
337958;798963;1
337046;820641;1
276394;761048;1
251347;670435;1
271702;753973;1
162224;685200;1
257677;719150;1
260318;711621;1
186264;695907;1
258174;755159;1
242709;757686;1
257254;743080;1
254983;731658;1
265273;716721;1
237449;785652;1
168596;748879;1
238834;696831;1
263109;743333;1
279676;809670;1
171747;777579;1
208417;813898;1
216564;723064;1
242195;689224;1
253534;741025;1
290176;781215;1
309158;699191;1
310940;711293;1
265486;702190;1
260419;741212;1
309129;744956;1
331240;717418;1
226170;738339;1
190767;706219;1
264262;737376;1
318816;748314;1
403394;777748;1
133737;819023;1
262522;730690;1
322898;707331;1
267179;761430;1
309043;753241;1
240893;734383;1
259566;727891;1
274552;718547;1
281005;717468;1
249734;767527;1
285301;711712;1
269005;750467;1
155283;721118;1
276869;731039;1
267975;745703;1
230459;815042;1
235700;742331;1
284567;716939;1
238601;769529;1
217170;824498;1
343775;713900;1
248775;743006;1
322803;656606;1
275390;840694;1
270819;619081;1
257784;742285;1
262725;748061;1
299229;739252;1
258131;750011;1
356321;721316;1
260631;685446;1
324355;769115;1
262464;745474;1
293755;724434;1
276333;734671;1
246185;768526;1
271427;759785;1
581344;385622;1
487508;410130;1
531520;470380;1
542398;407349;1
535553;401850;1
574340;386342;1
489563;423442;1
561517;424497;1
548471;363521;1
551619;407865;1
535637;416695;1
625861;446966;1
512721;297462;1
485787;451234;1
545177;449711;1
557549;430186;1
450504;489695;1
556721;406275;1
596886;406323;1
552270;452067;1
598696;426412;1
553121;424941;1
585213;507300;1
546923;447205;1
524864;524465;1
614862;474016;1
472136;522566;1
548741;424433;1
579708;389172;1
546195;435981;1
473518;431029;1
565818;441463;1
528421;449609;1
627970;406198;1
492513;376096;1
506194;412830;1
585921;420969;1
500095;384331;1
606741;433003;1
588823;391287;1
550666;358776;1
580102;421291;1
540689;483370;1
531336;427371;1
560929;488831;1
528839;404605;1
587670;454726;1
550071;432907;1
545251;423126;1
517722;389497;1
487466;404035;1
534359;410864;1
573525;363494;1
469597;469641;1
444203;433426;1
530126;482570;1
497364;497954;1
539380;452369;1
550207;427844;1
541436;463443;1
555566;402931;1
621264;430161;1
606519;426672;1
556325;411879;1
565035;407936;1
477578;283202;1
637561;412198;1
494817;482837;1
583750;440376;1
619302;407243;1
539353;414700;1
491238;477838;1
559644;393877;1
551841;449208;1
543185;449059;1
557232;385801;1
542717;485269;1
628617;470383;1
546433;433425;1
656928;427142;1
575225;471361;1
540883;388547;1
536902;487971;1
669372;510729;1
579813;431520;1
638490;472369;1
521733;288196;1
474946;400305;1
492108;415357;1
647843;471024;1
509727;402091;1
557993;414488;1
540956;440807;1
539226;362911;1
561535;422869;1
532490;498388;1
555321;411402;1
502666;515079;1
448308;360032;1
605747;523813;1
546080;441878;1
594739;460997;1
550615;457350;1
552271;443264;1
603175;429360;1
551098;430693;1
538746;399264;1
500554;486108;1
567652;460477;1
670761;411963;1
475690;420212;1
555815;431564;1
544504;435105;1
559698;403757;1
540029;431108;1
550599;427512;1
523731;404747;1
552614;405698;1
569819;389830;1
437468;449261;1
561322;473181;1
547467;428249;1
575789;337136;1
552519;443109;1
626243;434835;1
549505;426514;1
492240;539242;1
560227;441363;1
561030;439050;1
498433;386501;1
571566;348938;1
531484;418681;1
571064;421038;1
511578;477934;1
614768;433212;1
575159;355952;1
546882;491538;1
658249;458851;1
544860;415900;1
563645;483100;1
509113;433214;1
599399;491415;1
546863;446509;1
527044;345316;1
588577;360468;1
559409;434055;1
596283;479036;1
499436;442899;1
613978;292982;1
456190;480028;1
519097;500369;1
595184;437458;1
525481;408507;1
510267;426949;1
547148;435677;1
513319;442815;1
587173;449183;1
549320;462207;1
561429;432347;1
491552;413594;1
495264;466224;1
579463;437384;1
535151;429278;1
538697;483333;1
511036;447734;1
594360;367824;1
536563;392008;1
560500;439267;1
490871;511719;1
528328;432436;1
565144;416025;1
525461;390918;1
546371;432422;1
538782;473082;1
611712;395925;1
484168;387405;1
551526;457442;1
489505;420072;1
600738;463163;1
589889;475739;1
514225;536816;1
578615;447581;1
553817;402394;1
461670;393552;1
597719;429710;1
505651;444909;1
516034;402424;1
546287;438245;1
596539;376915;1
554524;405520;1
568522;412767;1
589979;394610;1
517816;430769;1
566260;366100;1
599365;369570;1
437196;403295;1
475065;455494;1
562697;439867;1
474287;414463;1
517042;433320;1
526568;428022;1
539611;398504;1
569808;385206;1
539631;417731;1
536056;433013;1
550433;455366;1
499380;378456;1
556204;478664;1
563430;421182;1
545045;424260;1
553634;447321;1
535370;426421;1
562541;424860;1
613299;443903;1
542295;448653;1
514456;471271;1
511573;356527;1
511377;447729;1
479144;530599;1
537444;434463;1
538071;476262;1
561644;437142;1
541794;440513;1
574696;453097;1
535114;427111;1
568190;462684;1
551346;418392;1
570220;437495;1
496768;392238;1
603715;446602;1
562761;451747;1
591406;478984;1
567287;446702;1
503884;445231;1
488808;432042;1
590610;363074;1
502713;461159;1
537914;440074;1
541156;470641;1
545384;440024;1
546724;436025;1
553439;391197;1
459376;417560;1
543882;433069;1
541775;426833;1
587665;442146;1
546781;435921;1
649819;402618;1
589886;417783;1
555177;411731;1
545799;434875;1
537358;433500;1
474403;396993;1
614391;432060;1
525885;408633;1
540590;500716;1
539864;439369;1
517804;430120;1
615324;459379;1
604153;425325;1
538145;455848;1
540472;433652;1
534566;419446;1
489749;431702;1
554344;507754;1
536341;503208;1
535188;533997;1
544385;417589;1
551464;437752;1
539973;435022;1
528431;548215;1
562797;537421;1
508043;396501;1
544049;438662;1
518755;455241;1
543510;406511;1
465992;427732;1
497761;545339;1
503305;541419;1
546148;439859;1
544848;453980;1
530976;510400;1
476036;495210;1
511620;442106;1
549513;426946;1
546765;437681;1
635196;471927;1
490878;419594;1
587238;408202;1
518503;427052;1
533823;438128;1
550848;429297;1
555081;374919;1
589141;508464;1
502737;414379;1
506686;362499;1
548132;443869;1
491170;526141;1
561259;555874;1
537607;467331;1
528819;423088;1
552075;458191;1
488078;386485;1
477080;439728;1
553909;418551;1
639407;453570;1
546029;436971;1
575548;403760;1
540998;509845;1
497663;411215;1
550114;413363;1
536199;410166;1
593205;453290;1
605722;365131;1
549184;442333;1
523254;437878;1
535947;444924;1
539919;458163;1
572815;413163;1
510224;508938;1
793712;253869;1
824235;182393;1
761457;262653;1
794985;311076;1
779569;150623;1
810617;247422;1
855489;211373;1
849254;283112;1
808784;242254;1
791155;234010;1
809656;243885;1
808163;241795;1
767028;226008;1
823630;251398;1
782172;210780;1
854342;282373;1
842713;245312;1
856465;252408;1
822556;275760;1
853014;268530;1
815736;251749;1
796737;235100;1
734201;239635;1
792133;192616;1
807811;241810;1
808336;241768;1
840286;227016;1
782953;207370;1
876441;180658;1
862557;237489;1
805067;246062;1
747163;257973;1
860400;304313;1
838811;224435;1
765391;238154;1
909774;177017;1
805219;243830;1
871274;195811;1
809012;229132;1
841925;346604;1
808083;222905;1
812151;245409;1
800231;232016;1
796530;215743;1
756887;266465;1
735435;285672;1
837660;211926;1
913662;134920;1
749321;200484;1
794629;248741;1
804405;244473;1
802111;214682;1
807493;241644;1
757011;220524;1
733684;216569;1
813657;150704;1
813354;273784;1
832128;271389;1
766957;220939;1
811077;267030;1
806127;239206;1
802856;239801;1
797349;262013;1
789086;256113;1
870334;259442;1
786819;217596;1
724693;300946;1
802289;237945;1
745416;198118;1
805167;195569;1
804876;233484;1
811122;234227;1
746115;174758;1
808918;240673;1
783113;249571;1
779407;216656;1
795765;205593;1
808909;244561;1
793721;273544;1
838678;285533;1
816382;241539;1
762228;170036;1
785728;198547;1
831392;233281;1
852354;351771;1
754394;188386;1
833141;244991;1
813108;245893;1
796846;214589;1
809373;167754;1
766881;246119;1
857835;179609;1
807956;241772;1
725843;266365;1
782383;273638;1
867714;178320;1
819132;336025;1
805575;259205;1
776270;342297;1
743869;285111;1
806545;242423;1
803229;246622;1
826119;273742;1
883855;276227;1
872437;199366;1
806010;253932;1
885710;207920;1
729156;251369;1
755167;224395;1
864001;143590;1
778476;260039;1
837897;231719;1
806903;239418;1
806003;241718;1
766740;264258;1
833070;262092;1
788701;281634;1
806172;256966;1
801115;280568;1
808036;251643;1
808170;221769;1
817749;245231;1
803097;213517;1
848376;221062;1
801185;253763;1
802481;245334;1
806501;245656;1
811051;233169;1
794362;240626;1
798852;242607;1
835229;231967;1
825468;252748;1
860649;139962;1
867303;312028;1
827932;235274;1
812413;250382;1
783222;233377;1
788340;235197;1
828604;274972;1
791483;203193;1
815370;332003;1
813230;241626;1
837268;233956;1
893118;141854;1
891639;222727;1
736002;275702;1
727552;253350;1
843731;255903;1
851033;199614;1
882714;199375;1
786460;286314;1
888806;185365;1
758373;213773;1
779551;283553;1
774858;229972;1
776245;193642;1
799209;214049;1
838295;205014;1
843948;359339;1
744947;233071;1
809004;239858;1
838840;290309;1
863682;210058;1
746395;338046;1
761539;305396;1
807424;243082;1
848407;200373;1
809929;244528;1
819272;251346;1
808243;245479;1
709033;331978;1
832767;240604;1
818255;220116;1
830163;216187;1
811557;257847;1
836277;272560;1
869697;240782;1
786991;226933;1
847635;233364;1
777123;255131;1
794074;280755;1
798365;261221;1
792217;324106;1
877409;279311;1
836796;283381;1
810776;255655;1
797840;227260;1
805699;244328;1
822415;228782;1
854434;182273;1
808472;241370;1
854078;216536;1
776876;210752;1
801580;233127;1
804306;232302;1
798674;182094;1
830283;261867;1
850261;182406;1
833903;222088;1
828641;216117;1
798745;216888;1
817239;280192;1
845443;205967;1
801965;207790;1
777245;282920;1
785719;212629;1
784197;196482;1
875397;193513;1
803909;143451;1
760109;274439;1
825397;225267;1
827196;230652;1
833920;273791;1
802930;232758;1
761357;240327;1
787830;198769;1
800784;277894;1
795091;246317;1
789940;178354;1
849885;226831;1
844844;217626;1
810720;231120;1
777952;227175;1
796301;253068;1
836069;211456;1
725662;243972;1
821905;288624;1
750750;213230;1
867380;208671;1
812709;248657;1
770611;157778;1
839690;166947;1
811742;247347;1
738001;235064;1
765796;239017;1
818500;263988;1
856957;152113;1
817541;128934;1
896024;206022;1
771206;278182;1
731083;257941;1
761600;171345;1
825399;236897;1
793786;240794;1
804054;228959;1
815671;220031;1
817824;255477;1
792697;226642;1
772549;239088;1
819347;262933;1
818044;241088;1
804961;254767;1
770604;331322;1
862313;195068;1
793309;245111;1
764197;149751;1
771625;309015;1
762995;137958;1
801340;166195;1
802692;248240;1
799085;326294;1
839602;141486;1
806206;242953;1
848656;242083;1
814206;234837;1
795132;261826;1
809504;231713;1
726964;244068;1
797907;236008;1
835193;255264;1
784965;230062;1
783617;262452;1
874769;237445;1
790023;162623;1
869977;217315;1
816583;285646;1
819014;178971;1
806564;228611;1
776929;175876;1
820114;241824;1
809270;235480;1
850080;301694;1
775576;214729;1
762220;201489;1
787634;208637;1
837705;183892;1
743486;210190;1
833976;214186;1
750510;324130;1
812921;256262;1
874372;191594;1
868167;228347;1
815605;239519;1
836059;221012;1
856835;289341;1
823141;203497;1
806678;241501;1
759976;283246;1
803022;245592;1
765715;281157;1
823326;281490;1
808523;242120;1
808833;241692;1
810615;244983;1
834180;195070;1
804550;222538;1
809651;243502;1
833713;231141;1
760374;144848;1
782321;250893;1
816153;243422;1
817075;249226;1
831422;194245;1
849016;229923;1
819357;236228;1
830726;223022;1
809043;241386;1
841856;249538;1
860654;303649;1
822417;228001;1
762257;204672;1
447100;578447;1
435369;600655;1
450681;614019;1
446408;617816;1
458825;608028;1
437246;626679;1
454357;627922;1
472602;547751;1
446070;660584;1
436173;596885;1
427674;649409;1
429283;696036;1
443685;556528;1
459542;604591;1
432232;612326;1
441101;632597;1
434308;622475;1
451267;521677;1
440009;607204;1
452407;650191;1
439403;647691;1
443034;608016;1
444433;600811;1
454532;645000;1
424823;632310;1
440107;607385;1
451719;596564;1
443376;615484;1
445431;608977;1
444904;608335;1
440573;587754;1
420214;670760;1
435259;600545;1
452350;614438;1
462959;604618;1
437911;580427;1
438421;597731;1
448067;624888;1
444800;611906;1
437290;592669;1
435894;584536;1
407185;725388;1
452789;601477;1
444481;611260;1
431354;637354;1
430530;606861;1
443303;611108;1
445232;613051;1
404544;731122;1
429547;618065;1
443000;608074;1
435259;597598;1
443703;660042;1
427786;615834;1
459700;534846;1
452060;618631;1
442216;648286;1
462253;537194;1
438157;612420;1
427937;624218;1
439556;639152;1
451591;614155;1
444028;612568;1
447920;560215;1
451407;613075;1
441417;591083;1
437912;608595;1
442093;606830;1
431324;619224;1
452444;572715;1
435969;661051;1
443881;624977;1
444942;615911;1
442766;614279;1
429488;612140;1
432383;651805;1
456268;606299;1
446119;601343;1
457620;595627;1
455587;621993;1
449467;594608;1
484292;484470;1
442884;634567;1
454183;557625;1
446602;609863;1
447314;660847;1
444661;611980;1
449484;620119;1
460069;601972;1
443667;610462;1
429709;610420;1
432770;626516;1
465949;562223;1
454289;596414;1
454280;559579;1
438734;570107;1
427073;632543;1
427633;671587;1
435182;619799;1
455398;637265;1
439176;594910;1
430654;624767;1
442973;609902;1
446490;615129;1
457700;581592;1
436458;684903;1
439176;608167;1
444716;611868;1
432474;624072;1
488115;469542;1
460814;598923;1
440610;616231;1
444957;611326;1
451341;621998;1
445433;600419;1
453151;609498;1
447397;603115;1
435903;607885;1
461734;555207;1
445257;622466;1
440588;612912;1
433033;596889;1
455143;610900;1
440304;609973;1
445410;611847;1
443089;599479;1
441386;593318;1
439642;618354;1
437908;613112;1
441050;601420;1
444301;603484;1
453398;598101;1
465954;589137;1
433377;611151;1
458454;615360;1
435929;617842;1
421163;659446;1
444871;618411;1
450314;633443;1
439463;599626;1
448441;609380;1
476283;464782;1
479558;478960;1
458830;569403;1
447284;614788;1
453260;604938;1
448654;619238;1
451594;607751;1
455084;577509;1
460103;537011;1
431669;612443;1
441182;595293;1
440135;646871;1
462743;607252;1
433777;658240;1
449852;588780;1
447370;572513;1
446663;665376;1
453116;618005;1
443435;574546;1
432211;640079;1
445068;585477;1
445275;610456;1
437400;589213;1
451402;606954;1
442169;606218;1
454191;645997;1
436337;595330;1
441697;647732;1
438007;605764;1
463609;594447;1
454851;622054;1
457673;601276;1
