X,Y,Label
0.90678998,1.72079854,3
1.711402929,1.0915367,3
1.616161343,1.10859152,3
0.984466223,1.721993309,3
1.112914415,1.791602907,3
1.002974969,1.185252364,3
0.843881637,1.666546984,3
1.050020038,1.948991847,3
0.940711181,1.603637132,3
0.94305721,1.881337164,3
1.08572975,1.290610009,3
0.893014628,1.547434269,3
0.93272092,1.783876218,3
1.368840944,1.272884048,3
1.045555867,1.909396875,3
0.447481901,1.346136567,3
0.960636167,1.783145976,3
1.53020055,1.105212458,3
0.937717189,1.893529835,3
0.796295059,1.46346739,3
1.216906853,1.537298655,3
1.349515711,1.533784663,3
1.006390908,1.777786757,3
1.398446221,1.523454591,3
1.404353145,1.01849762,3
0.6695367,1.015082488,3
0.874637694,1.816142253,3
1.88799055,1.020879803,3
1.217591802,1.464299159,3
0.855246578,1.645392546,3
1.086299402,1.808980218,3
1.550988607,1.396374571,3
0.36893727,1.159936203,3
0.887793548,1.719155536,3
0.67804374,1.426985742,3
0.617395596,1.576898615,3
0.81903891,1.153946084,3
1.01641392,1.871557602,3
0.841691529,1.652826095,3
1.306874315,1.684818798,3
1.109311972,1.763911321,3
1.177133005,1.713547157,3
1.123500773,1.849931704,3
0.995856768,1.957932809,3
0.599097177,1.495003558,3
1.239503364,1.131320138,3
0.999935328,1.539090637,3
1.083239273,1.775432894,3
1.198781834,1.783584465,3
1.113319992,-1.507656518,4
0.735527945,-1.838336881,4
1.357266881,-0.702664758,4
1.878592266,-1.389913575,4
1.088242,-1.478903453,4
1.399149627,-0.49705465,4
1.005267201,-1.81381063,4
1.02520631,-1.67246484,4
1.449055607,-0.409010544,4
0.7125212,-1.573140264,4
0.641544497,-1.484972956,4
0.721455984,-1.515711218,4
0.803321882,-1.993342903,4
1.328853336,-0.740684644,4
0.931795202,-1.951018872,4
0.754321094,-1.80206396,4
1.664010325,-0.606268497,4
1.777171792,-1.104049677,4
1.652104731,-0.876808564,4
0.873883129,-1.98954922,4
1.443961264,-0.497691411,4
0.773968466,-1.763156116,4
1.475496418,-0.405226888,4
1.788398382,-0.948143844,4
1.266383684,-0.917277998,4
1.96784494,-2.046999192,4
0.990749749,-1.716674802,4
1.635408246,-0.47478473,4
1.96922059,-1.915574483,4
1.702463958,-0.71469182,4
1.750891501,-1.138751121,4
1.471627012,-0.747214094,4
0.591092977,-1.117449645,4
1.235482503,-0.888246291,4
0.653127869,-1.399535667,4
0.900127117,-1.6689613,4
1.942981274,-1.727862233,4
0.871438791,-1.934188846,4
1.740826819,-0.991679687,4
1.791601063,-0.970470233,4
1.083254601,-1.579383222,4
1.758711746,-1.110270868,4
1.221872681,-0.975384506,4
0.900673414,-1.932072946,4
1.099520915,-1.488564633,4
1.868250374,-1.560455329,4
1.033336053,-1.757239141,4
0.72708853,-1.696144348,4
0.88042431,-1.97953585,4
1.302822532,-0.773602374,4
1.271630275,-0.83528401,4
0.691900683,-1.524656347,4
1.247674998,-0.773324511,4
1.766458425,-1.245898043,4
0.875728862,-1.919733783,4
1.080913233,-1.410487452,4
0.580100426,-1.435482554,4
1.584243715,-0.591737141,4
0.534113348,-0.903523671,4
1.761027619,-1.035470532,4
1.787496568,-1.105091978,4
0.748581625,-1.88555798,4
1.794578952,-1.346941462,4
0.543720599,-1.291165912,4
1.032816333,-1.714785319,4
1.526737739,-0.723949557,4
0.603548725,-1.188443438,4
0.615047873,-1.468958712,4
1.27682576,-1.074735918,4
1.629019332,-0.45760712,4
1.732007271,-0.763059699,4
1.253790001,-1.133945893,4
1.005262353,-1.828187802,4
1.003061078,-1.519105025,4
1.291634848,-1.009917746,4
0.918271321,-1.730929598,4
1.278044535,-0.737938343,4
1.728234861,-1.060342539,4
0.740768202,-1.886736815,4
1.690278988,-0.796690569,4
1.00358939,-1.549025591,4
1.483202301,-0.603245251,4
1.906831621,-1.698895562,4
1.760034924,-1.046447843,4
1.353906172,-0.622234559,4
1.239889234,-1.095551324,4
0.533865498,-0.925218509,4
0.646459187,-1.376968938,4
1.36090085,-0.696737399,4
1.512204894,-0.420034401,4
1.188578811,-1.244416668,4
1.940266251,-1.887874996,4
1.910142226,-1.538750991,4
0.779071647,-1.932319244,4
1.849501155,-1.392578401,4
1.138579541,-1.188083819,4
1.764074308,-0.946638938,4
1.70542286,-0.841401161,4
0.679202853,-1.4106713,4
1.444353105,-0.754990704,4
1.278517148,-0.838790632,4
0.641188793,-1.632249874,4
1.152712903,-1.319307983,4
1.231136627,-0.952887615,4
1.146859428,-1.431725547,4
1.617239026,-0.758389331,4
1.487375348,-0.35555016,4
0.823322175,-1.960224713,4
1.488129811,-0.577179541,4
1.511809177,-0.694806875,4
1.298809032,-0.825745879,4
0.525031374,-1.022248258,4
1.079760963,-1.506076304,4
1.805186093,-1.013947822,4
0.74823655,-1.755468673,4
1.644466194,-0.602843143,4
1.015707282,-1.738716381,4
0.920756638,-1.745395865,4
1.119961304,-1.170243105,4
1.457246185,-0.729632068,4
1.970793816,-2.062708185,4
1.302992414,-0.87153966,4
1.913829223,-1.877491646,4
0.586823233,-1.463449465,4
1.346926158,-0.545860174,4
