X,Y,Label
-0.8358898,1.317151564,2
-0.205587084,0.500775128,1
-0.202071369,-0.402824535,2
0.575024153,0.463654686,2
1.254484084,-0.355929324,2
-0.232759346,0.494638789,1
-0.923043036,-0.507447203,2
-0.259828571,0.487024757,1
0.418788303,1.408388015,2
-0.2867143,0.47792819,1
-0.313335347,0.467348626,1
0.618799237,1.315015316,2
0.400270972,-1.134103285,2
-0.33961003,0.455290047,1
-0.130311506,-1.14728986,2
-0.186924315,-1.134031045,2
1.295630481,0.439050858,2
0.889893954,-0.878780896,2
-0.365456421,0.441760926,1
-0.348689938,-0.089528359,2
-0.390792585,0.426774257,1
-0.415536835,0.410347582,1
-0.439607982,0.392502994,1
-0.462925582,0.37326713,1
-0.485410197,0.352671151,1
-0.50698364,0.330750711,1
0.800415886,1.193843172,2
0.300785044,0.732661148,2
-0.527569233,0.307545902,1
-0.547092052,0.283101194,1
0.656795329,-0.049615256,2
0.582659931,-0.230691386,2
-0.565479176,0.257465361,1
-0.582659931,0.230691386,1
-0.452329625,-1.027510756,2
1.337522472,0.101038355,2
1.322757809,0.30441018,2
-0.181478086,0.836541514,2
-0.598566129,0.202836361,1
0.313335347,-0.467348626,2
-0.613132303,0.173961367,1
-0.670651137,0.629783337,2
1.093999021,0.882115593,2
-0.052744036,0.838342452,2
-0.626295937,0.144131342,1
-1.63193448,0.247972372,2
1.309591406,-0.165439868,2
-1.61218818,0.328589488,2
-0.637997689,0.113414942,1
-1.034779151,1.188700176,2
-0.648181605,0.081884379,1
1.275980519,-0.293645183,2
0.259828571,-0.487024757,2
0.98190045,-0.791728037,2
-0.656795329,0.049615256,1
-0.99341036,0.049976348,2
-0.663790302,0.016686383,1
-0.669121951,-0.016820411,1
-0.672749871,-0.050820485,1
-0.674637997,-0.085226599,1
1.02475486,-0.744527986,2
-0.674754757,-0.119949136,1
-0.673073227,-0.154896339,1
-0.669571259,-0.189974547,1
1.321567929,-0.099833126,2
-0.664231611,-0.225088452,1
-0.353483246,0.802971589,2
-0.766026774,1.352845677,2
-0.597055314,0.685865922,2
0.484442232,0.585590065,2
-0.65704205,-0.260141351,1
-0.647995451,-0.295035414,1
-0.338838583,-0.186278087,2
0.265368117,0.751877787,2
0.390792585,-0.426774257,2
-0.738940398,0.565780464,2
-0.637089879,-0.329671953,1
-0.624328656,-0.3639517,1
-0.609720413,-0.397775084,1
-0.98542021,-0.306546912,2
-0.006266265,-0.498627294,2
-0.333589837,-0.205868455,2
-0.473826058,1.458286658,2
-0.593279129,-0.431042518,1
-0.575024153,-0.463654686,1
0.056384513,1.494937051,2
1.254732765,0.571285801,2
-0.342973203,-0.166686812,2
-0.554980212,-0.495512829,1
-0.533177401,-0.526519044,1
-0.509651159,-0.556576566,1
-0.484442232,-0.585590065,1
-0.457596614,-0.613465932,1
-0.429165475,-0.640112573,1
-0.399205078,-0.665440685,1
-0.367776672,-0.689363545,1
-0.829570324,0.456060145,2
0.50698364,-0.330750711,2
-0.347521925,-0.070830473,2
-0.334946376,-0.711797281,1
0.277324346,1.453785131,2
-0.265267727,-0.337579834,2
1.007534519,0.994952357,2
-0.300785044,-0.732661148,1
-0.265368117,-0.751877787,1
0.341263064,-1.147670089,2
-1.560885242,0.485563972,2
0.669121951,0.016820411,2
-0.228775461,-0.769373489,1
-0.19109119,-0.78507844,1
-0.152403469,-0.798926964,1
-0.112804318,-0.810857754,1
-0.716116198,-0.822636839,2
-0.072389386,-0.820814094,1
-0.031257725,-0.828744069,1
-0.636100071,-0.899061628,2
0.553971107,1.349379286,2
0.681579294,1.277557696,2
0.010488455,-0.834600765,1
0.052744036,-0.838342452,1
0.095401264,-0.839932761,1
0.138350015,-0.839340843,1
-0.500993513,-0.998718818,2
0.181478086,-0.836541514,1
0.044122641,-1.169834876,2
0.224671484,-0.831515385,1
0.267814728,-0.824248981,1
-0.634461557,0.658842655,2
0.310791158,-0.814734838,1
0.353483246,-0.802971589,1
-0.34226315,-0.03452443,2
0.593279129,0.431042518,2
0.395772919,-0.78896403,1
0.437541879,-0.772723174,1
0.637089879,0.329671953,2
0.478671937,-0.75426628,1
0.519045336,-0.733616873,1
0.55854509,-0.710804743,1
0.597055314,-0.685865922,1
-0.338238916,-0.017016076,2
0.634461557,-0.658842655,1
0.670651137,-0.629783337,1
0.613132303,-0.173961367,2
-1.49445652,0.635590835,2
-0.924308879,0.287536251,2
-0.592981653,-0.934389571,2
0.70551347,-0.59874245,1
0.738940398,-0.565780464,1
0.770826511,-0.530963736,1
-0.030976656,-0.492359853,2
0.801069472,-0.494364385,1
-0.310791158,0.814734838,2
0.829570324,-0.456060145,1
1.103518178,-0.643294703,2
0.856233799,-0.41613421,1
0.880968622,-0.374675057,1
-0.183725335,-0.417349975,2
-0.35021926,-1.077864052,2
-0.801069472,0.494364385,2
1.17221649,-0.533715748,2
-0.958951478,0.195449501,2
0.903687794,-0.331776254,1
0.19109119,0.78507844,2
0.924308879,-0.287536251,1
0.942754277,-0.242058157,1
-0.959495073,-0.408072277,2
0.958951478,-0.195449501,1
0.458773147,-1.117493266,2
-0.973779922,-0.357509592,2
0.972833317,-0.14782198,1
0.984338206,-0.09929119,1
0.99341036,-0.049976348,1
1,-2.44921E-16,1
0.178391276,-0.505442927,2
0.33961003,-0.455290047,2
-0.123117191,-0.455660134,2
0.509651159,0.556576566,2
1.004063554,0.050512288,1
1.005563828,0.10143224,1
1.004470173,0.152629199,1
1.000758627,0.20397046,1
-0.219427909,-0.387521832,2
0.348757188,1.432832929,2
0.994412045,0.255321617,1
0.98542021,0.306546912,1
0.973779922,0.357509592,1
0.457596614,0.613465932,2
0.044745543,-0.507364052,2
0.13095685,1.484903167,2
0.959495073,0.408072277,1
-0.519045336,0.733616873,2
0.942576704,0.458097323,1
0.923043036,0.507447203,1
0.900919491,0.555984875,1
0.876238684,0.603574162,1
-0.437541879,0.772723174,2
-0.27839236,-0.319802585,2
0.8490404,0.650080132,1
0.664231611,0.225088452,2
0.22235916,-1.165647538,2
0.819371552,0.695369473,1
-0.327216952,-0.225394862,2
0.787286118,0.739310874,1
0.752845055,0.781775395,1
0.716116198,0.822636839,1
0.281906804,-1.158185026,2
-0.018865815,1.501214794,2
0.677174136,0.861772122,1
1.336047798,0.168782088,2
-0.994412045,-0.255321617,2
0.636100071,0.899061628,1
0.592981653,0.934389571,1
0.547912804,0.967644335,1
-1.455837301,0.707544721,2
0.500993513,0.998718818,1
0.663790302,-0.016686383,2
-0.55854509,0.710804743,2
0.452329625,1.027510756,1
0.402032599,1.053923047,1
-1.004470173,-0.152629199,2
0.35021926,1.077864052,1
0.297011528,1.099247893,1
1.335578077,0.033573808,2
-0.70551347,0.59874245,2
0.018995852,-0.503641894,2
0.242536134,1.117994733,1
0.429165475,0.640112573,2
1.294373912,-0.230096982,2
0.186924315,1.134031045,1
-0.752845055,-0.781775395,2
1.200277601,0.699700501,2
1.202510922,-0.476107755,2
0.334946376,0.711797281,2
0.909391559,1.09926556,2
-0.880968622,0.374675057,2
0.669571259,0.189974547,2
0.130311506,1.14728986,1
-1.004063554,-0.050512288,2
0.072837003,1.157711005,1
0.014643625,1.165241324,1
-0.010488455,0.834600765,2
0.516612207,-1.097856824,2
0.485410197,-0.352671151,2
0.738213352,-0.989668037,2
0.151250222,-0.508655563,2
-0.044122641,1.169834876,1
0.152403469,0.798926964,2
0.547092052,-0.283101194,2
-0.103313007,1.171453124,1
-0.162776263,1.170065098,1
-0.22235916,1.165647538,1
-0.281906804,1.158185026,1
-0.341263064,1.147670089,1
-0.400270972,1.134103285,1
-0.458773147,1.117493266,1
-0.516612207,1.097856824,1
-0.34795735,-0.127747644,2
-0.333333333,0,2
-0.573631192,1.075218908,1
-0.629673989,1.049612627,1
-0.267814728,0.824248981,2
-0.684585758,1.021079225,1
-0.738213352,0.989668037,1
-0.10119806,-0.466482651,2
-0.903687794,0.331776254,2
-0.790405747,0.955436421,1
-0.841014457,0.918449669,1
0.533177401,0.526519044,2
-0.889893954,0.878780896,1
-0.936902079,0.836510905,1
-0.98190045,0.791728037,1
-1.02475486,0.744527986,1
-0.251051602,-0.354835461,2
-0.224671484,0.831515385,2
-1.065335667,0.695013609,1
-0.290409517,-0.301569378,2
-1.103518178,0.643294703,1
-0.694695063,1.384858313,2
-1.139183018,0.589487768,1
0.626295937,-0.144131342,2
0.365456421,-0.441760926,2
-1.17221649,0.533715748,1
-0.984338206,0.09929119,2
-0.138350015,0.839340843,2
-1.202510922,0.476107755,1
-1.229964999,0.416798768,1
-0.311076544,-0.263998832,2
0.629673989,-1.049612627,2
-1.254484084,0.355929324,1
-0.770826511,0.530963736,2
0.103313007,-1.171453124,2
-1.275980519,0.293645183,1
-1.294373912,0.230096982,1
-0.787286118,-0.739310874,2
0.624328656,0.3639517,2
-0.072837003,-1.157711005,2
-0.942576704,-0.458097323,2
-1.213808478,1.030113091,2
-0.345369009,-0.052478806,2
-1.309591406,0.165439868,1
-1.321567929,0.099833126,1
-1.096897094,1.139048671,2
-0.970451499,1.234997031,2
0.790405747,-0.955436421,2
-1.330246428,0.03343978,1
-0.876238684,-0.603574162,2
-0.144207931,-0.443826374,2
-1.335578077,-0.033573808,1
0.2867143,-0.47792819,2
-1.337522472,-0.101038355,1
-1.336047798,-0.168782088,1
-1.33113098,-0.236631176,1
-1.322757809,-0.30441018,1
-1.31092304,-0.371942504,1
-1.295630481,-0.439050858,1
-1.276893041,-0.505557719,1
-0.301307033,-0.282946137,2
0.204664512,1.471165371,2
-1.254732765,-0.571285801,1
0.527569233,-0.307545902,2
-1.229180845,-0.636058527,1
-1.200277601,-0.699700501,1
-0.319713467,-0.244793267,2
-1.005563828,-0.10143224,2
-1.16807244,-0.762037982,1
-1.132623792,-0.822899353,1
-0.078499538,-0.476240416,2
1.132623792,0.822899353,2
1.330246428,-0.03343978,2
-0.904093805,1.27784304,2
-0.23576379,-0.371504287,2
-1.093999021,-0.882115593,1
-1,2.44921E-16,2
-1.052274309,-0.939520741,1
-1.588476384,0.407851415,2
-0.16442468,-0.431037085,2
0.65704205,0.260141351,2
-1.007534519,-0.994952357,1
0.162776263,-1.170065098,2
0.573631192,-1.075218908,2
0.399205078,0.665440685,2
0.205587084,-0.500775128,2
-0.959873031,-1.048251977,1
-1.000758627,-0.20397046,2
-0.909391559,-1.09926556,1
-0.622087537,1.413132371,2
-0.900919491,-0.555984875,2
-0.170638854,1.502340302,2
0.959873031,1.048251977,2
-0.297011528,-1.099247893,2
0.598566129,-0.202836361,2
-0.856199936,-1.147843922,1
-0.800415886,-1.193843172,1
-0.742164767,-1.237125123,1
-0.681579294,-1.277557696,1
-1.156630222,1.086148075,2
-0.618799237,-1.315015316,1
0.841014457,-0.918449669,2
1.229180845,0.636058527,2
-0.553971107,-1.349379286,1
-0.395772919,0.78896403,2
-0.487247813,-1.380538145,1
-0.418788303,-1.408388015,1
-0.348757188,-1.432832929,1
-0.277324346,-1.453785131,1
0.742164767,1.237125123,2
-0.204664512,-1.471165371,1
0.565479176,-0.257465361,2
0.554980212,0.495512829,2
-0.13095685,-1.484903167,1
-0.056384513,-1.494937051,1
1.139183018,-0.589487768,2
0.018865815,-1.501214794,1
-0.547912804,-0.967644335,2
0.094604383,-1.503693604,1
0.170638854,-1.502340302,1
-0.677174136,-0.861772122,2
0.246774792,-1.497131473,1
0.322816159,-1.488053596,1
0.398565822,-1.475103144,1
0.473826058,-1.458286658,1
-0.942754277,0.242058157,2
0.548399077,-1.437620799,1
0.228775461,0.769373489,2
0.622087537,-1.413132371,1
0.694695063,-1.384858313,1
0.766026774,-1.352845677,1
-0.246774792,1.497131473,2
0.8358898,-1.317151564,1
0.031257725,0.828744069,2
-1.413774777,0.777229261,2
0.904093805,-1.27784304,1
0.970451499,-1.234997031,1
1.034779151,-1.188700176,1
1.096897094,-1.139048671,1
0.684585758,-1.021079225,2
0.856199936,1.147843922,2
-1.647638884,0.166199,2
-0.095401264,0.839932761,2
1.16807244,0.762037982,2
1.31092304,0.371942504,2
1.156630222,-1.086148075,1
1.065335667,-0.695013609,2
1.213808478,-1.030113091,1
-0.478671937,0.75426628,2
-0.819371552,-0.695369473,2
1.26826733,-0.971067329,1
1.319848243,-0.909143036,1
1.368399127,-0.844480805,1
0.487247813,1.380538145,2
1.413774777,-0.777229261,1
1.455837301,-0.707544721,1
-1.368399127,0.844480805,2
-0.972833317,0.14782198,2
1.49445652,-0.635590835,1
-0.014643625,-1.165241324,2
-1.26826733,0.971067329,2
1.529510365,-0.561538203,1
1.560885242,-0.485563972,1
1.588476384,-0.407851415,1
0.637997689,-0.113414942,2
0.097438284,-0.51078937,2
0.672749871,0.050820485,2
1.61218818,-0.328589488,1
1.63193448,-0.247972372,1
1.33113098,0.236631176,2
1.647638884,-0.166199,1
1.659234997,-0.083472561,1
-0.548399077,1.437620799,2
